timestamp,procedure_reference,id_bill,text,subjects
2019-10-10 11:41:53,2019/2830(RSP),23,european parliament resolution draft commission implement decision authorise place market product contain consist produce genetically modify maize mzhg0jg syn-jg-2 pursuant regulation ec 18292003 european parliament council d06186904 20192830rsp european parliament have regard draft commission implement decision authorise place market product contain consist produce genetically modify maize mzhg0jg syn-jg-2 pursuant regulation ec 18292003 european parliament council d06186904 have regard regulation ec 18292003 european parliament council 22 september 2003 genetically modify food feed1 particular article 73 193 thereof having regard vote standing committee food chain animal health refer article 35 regulation ec 18292003 30 april 2019 opinion deliver vote appeal committee june 2019 opinion deliver having regard article 11 13 regulation eu 1822011 european parliament council 16 february 2011 lay rule general principle concern mechanism control member state commission exercise implement powers2 having regard opinion adopt european food safety authority efsa 17 october 2018 publish 14 november 20183 having regard previous resolution object authorisation genetically modify organisms gmos4 having regard rule 1122 rule procedure having regard motion resolution committee environment public health food safety september 2016 syngenta crop protection nvsa submit application place market food food ingredient feed contain consist produce genetically modify gm maize mzhg0jg application national competent authority germany behalf syngenta crop protection ag accordance article 17 regulation ec 18292003 application cover place market product contain consist gm maize mzhg0jg maize mzhg0jg use food feed exception cultivation 17 october 2018 efsa adopt favourable opinion publish 14 november 20185 regulation ec 18292003 state gm food feed adverse effect human health animal health environment require commission account relevant provision union law legitimate factor relevant matter consideration draft decision maize mzhg0jg tolerant glyphosate-base herbicide glufosinate ammonium-base herbicides6 member state submit critical comment efsa three-month consultation period7 critical comment concern toxicology assessment comparative analysis environmental risk assessment member state consider datum toxicology insufficient unreliable especially regard residue level glyphosate glufosinate comment highlight fact comparative analysis reveal lack equivalence ferulic acid important compound plant cell wall maize mzhg0jg reference variety result increase herbicide accumulation independent study8 conclude risk assessment efsa acceptable present form fails properly assess toxicity especially regard possible cumulative effect transgene complementary herbicide metabolite study question reliability datum 90-day feeding study furthermore conclude efsas environmental risk assessment acceptable do consider risk transgene spread gene transfer maize mzhg0jg wild relative teosinte event viable maize mzhg0jg plant material enter environment complementary herbicide show cultivation herbicide-tolerant gm crop result high use herbicide large emergence herbicide-tolerant weeds9 consequence expect maize mzhg0jg crop expose high repeat dose glyphosate glufosinate potentially lead high quantity residue harvest unions late coordinate multiannual control programme 2020 2021 2022 member state oblige measure glufosinate glyphosate residue import maize10 exclude maize mzhg0jg product derive food feed exceed unions maximum residue level mrls place ensure high level consumer protection glufosinate classify toxic reproduction 1b meet cut-off criterion set regulation ec 11072009 european parliament council11 approval glufosinate use union expire 31 july 201812 question concern carcinogenicity glyphosate remain efsa conclude november 2015 glyphosate unlikely carcinogenic contrary 2015 world health organisations international agency research cancer classify glyphosate probable carcinogen human accord efsa toxicological datum need consumer risk assessment breakdown product glyphosate relevant gm glyphosate-tolerant crop missing13 gm plant way complementary herbicide break plant composition toxicity breakdown product metabolite drive genetic modification accord efsa case complementary herbicide glyphosate14 assessment herbicide residue metabolite gm plant consider outside remit efsa panel genetically modified organisms undemocratic process vote 30 april 2019 standing committee food chain animal health refer article 35 regulation ec 18292003 deliver opinion mean authorisation support qualified majority member state vote june 2019 appeal committee deliver opinion explanatory memorandum legislative proposal present 22 april 2015 amend regulation ec 18292003 regard possibility member state restrict prohibit use gm food feed territory explanatory memorandum legislative proposal present 14 february 2017 amend regulation eu 1822011 commission deplore fact entry force regulation ec 18292003 authorisation decision adopt commission support opinion member states committee return dossier commission final decision exception procedure norm decision-making gm food feed authorisation practice occasion deplored commission president democratic15 eighth term european parliament adopt resolution object place market gmos food feed 33 resolution cultivation gmos union resolution qualified majority member state favour authorise gmos despite acknowledgement democratic shortcoming lack support member state objection parliament commission continue authorise gmos legal obligation consider draft commission implement decision exceed implement power provide regulation ec 18292003 consider draft commission implement decision consistent union law compatible aim regulation ec 18292003 accordance general principle lay regulation ec 1782002 european parliament council16 provide basis ensure high level protection human life health animal health welfare environmental consumer interests relation gm food feed ensure effective function internal market calls commission withdraw draft implement decision reiterate commitment advance work commission proposal amend regulation eu 1822011 call council forward work commission proposal matter urgency calls commission suspend implement decision regard application gmo authorisation authorisation procedure revise way address shortcoming current procedure prove inadequate call commission withdraw proposal gmo authorisation opinion deliver standing committee food chain animal health cultivation food feed uses calls commission authorise herbicide-tolerant gm plant assessment residue spray complementary herbicide metabolite commercial formulation apply countries cultivation calls commission fully integrate risk assessment application complementary herbicide residue risk assessment herbicide-tolerant gm plant regardless gm plant concern cultivated union imported union food feed uses calls commission authorise import food feed use gm plant tolerant herbicide authorise use union case glufosinate 10 instruct president forward resolution council commission governments parliaments member state,"['3.10.09.06 Agro-genetics, GMOs']"
2019-11-28 12:36:58,2019/2832(RSP),57,resolution on-go negotiation new partnership agreement european union african caribbean pacific group states,"['6.40.06 Relations with ACP countries, conventions and generalities']"
2019-10-10 11:52:59,2019/2833(RSP),24,european parliament resolution 2021-2027 multiannual financial framework resources time meet citizen expectation european parliament having regard article 310 311 312 323 treaty function european union tfeu having regard commission proposal 2018 multiannual financial framework mff years 2021 2027 resources european union having regard resolution 14 march 2018 mff prepare parliament position mff post-2020 reform european unions resources having regard resolution 30 2018 2021-2027 multiannual financial framework resources having regard interim report 14 november 2018 multiannual financial framework 2021-2027 parliament position view agreement having regard statement commission council 10 october 2019 2021-2027 multiannual financial framework resources time meet citizen expectation having regard rule 1322 rule procedure declare time meet eu citizen expectation match political commitment ambition eu necessary financial mean determine secure strong credible mff enable eu respond important challenge effectively attain political objective seven-year period believe 2019 european election confer renew legitimacy parliament position role process declare readiness reject council position do respect parliament prerogative account position adopt present resolution confirm update negotiate mandate expenditure revenue mff demand launch negotiation council delay reach solid agreement timely manner stress parliament ready november 2018 request commission forward mff contingency plan safety net intend protect beneficiary eu funding programme allow extension current mff case mff agree time confirm parliament firm position confirm negotiate mandate set mff interim report 14 november 2018 mff figure programme heading global level eu resource flexibility provision mid-term revision horizontal principle mainstreame sustainable development goal climate gender equality policy initiative mff specific amendment propose mff regulation interinstitutional agreement reiterate mff set eur 3241 billion 2018 price represent 13 eu-27 gross national income gni stress global figure result bottom-up assessment require level funding eu programme policy recall context parliament intention boost flagship programme area youth research innovation environment climate transition infrastructure smes digitalisation social right maintain finance exist eu policy real term notably cohesion agriculture fishery match additional responsibility field migration external action defence additional financial means firmly believe european add value bring pool resource eu level matter efficiency solidarity global impact stress context need strengthen focus future spending result underline parliament consent mff agreement reform eu resource include introduction basket new resource well align incentivise progress major eu policy priority recall purpose introduce new resource mitigate predominance gni-base contribution guarantee appropriate level financing eu spending mff reaffirm position set mff interim report regard list potential candidate new resource common consolidated corporate tax base digital service taxation financial transaction tax income emission trading scheme plastic contribution carbon border adjustment mechanism abolition rebate correction simplification vat-base resource reduction national collection cost withhold custom duty inclusion revenue form fine fee eu budget reconfirm necessity place new mechanism protect eu budget rule law respect systemic threat value enshrine article treaty european union teu affect risk affect principle sound financial management protection financial interests union underline measure shall affect obligation government entity member state make payment final beneficiary recipient respond new initiative follow european election welcome political commitment additional initiative take president-elect commission approval july 2019 expect budgetary impact clarify delay underline fact new initiative largely anticipate parliament interim report calculate original commission proposal period result high mff ceiling initially propose expect commission formally reflect budgetary impact initiative initial mff proposal defend alongside parliament necessary level funding upcoming mff negotiation council call legislative proposal establish new instrument table immediately new commission order financing include agreement mff expect possible new initiative propose adoption 2021-2027 mff finance fresh appropriation welcome revenue president-elect commitment relaunch extend number initiative future basket new resource call member state particular seize opportunity introduce carbon border adjustment mechanism fair way respond popular demand decisive leadership fight climate change ensure level playing field international trade step change climate transition 10 reaffirm unambiguous support principle climate mainstreaming call commission ensure mff fully comply paris agreement stress urgent need quantum leap political financial effort order achieve objective just transition carbon-neutral economy base high social justice criterion left look forward concrete proposal european green deal outline political guideline incoming commission president expect budgetary mean financial programming period commensurate ambition stress reduce mff obviously represent step backwards 11 highlight fact common climate action eu level yield substantive add value core modernise eu budget expenditure programme emphasise climate biodiversity mainstreaming mff level target spending share set interim report term integrate climate social dimension decision-making major programme entire policy cycle context demand transparent stringent comprehensive methodology include reform performance indicator define track climate biodiversity-relevant expenditure prevention financial support harmful measure monitor mid long-term impact climate mainstreaming mitigation adaptation call parliament closely involved conception methodology immediate launch interinstitutional negotiation 12 recall article 3125 tfeu stipulate procedure lead adoption mff eu institution shall measure necessary facilitate adoption underline fact parliament stand ready negotiate year aspect mff resources package council far accept engage meaningful talk short formalistic briefing debriefing margin general affairs council gac believe minimalist contact consider satisfactory interinstitutional cooperation comply treaty explicitly require 13 request immediate intensification interinstitutional talk mff resource order pave way genuine negotiation call council adopt negotiate mandate delay consider secure parliament consent council account parliament position decide position expect purpose council presidency commission clearly communicate explain parliament view gac request presence parliament negotiate team informal council meeting deal mff stress need proceed dedicate trilateral meeting order deepen discussion various aspect mff resource proposal supplement exist gac briefing debriefing expect furthermore high-level meeting president institution convene line article 324 tfeu safeguarding parliaments prerogative 14 take note council methodology prepare mff negotiate box wary fact attempt confer predominant role european council take irrevocable decision aspect mff case process lead adoption current mff stress parliament rubber-stamp fait accompli european council prepare withhold consent satisfactory agreement reach 15 underline negotiate box include element mff regulation parliament need consent significant number legislative provision relate eu sectoral policy decide ordinary legislative procedure consider negotiate box reflect internal council procedure way prevent parliament carry proper negotiation element mff package sectoral legislation urge council open negotiation parliament aspect sectoral legislation set new eu programme rule law proposal 16 recall european council conclusion political nature article 151 teu prohibit european council exercise legislative function call european council refrain adopt detailed purportedly binding conclusion base mff negotiate box direct interference legislative sphere count commission honest broker guardian treaty support parliament exert legislative prerogative consent ordinary legislative procedure safety net protect beneficiary eu programme set mff contingency plan 17 regret european council extend timeframe reach political decision time fear council european council run delay engage parliament clear risk complex negotiation finalise successfully end current mff recall setback launch eu programme result late adoption current mff experience past 18 recall fact new mff adopt time article 3124 tfeu provide safety net form temporary extension ceiling provision year present framework concern safety net undermine lack preparedness operational level expiry date force current eu programme warn context shutdown eu programme declare intention force accept bad agreement time pressure 19 urge commission immediately start prepare mff contingency plan aim protect beneficiary ensure continuity funding event necessary extend current mff ask plan formally present begin 2020 swiftly adopt council parliament request plan include horizontal legislative proposal lift time limit lay relevant programme ensure consistency article 3124 tfeu include concrete operational provision particular continuation policy share management 20 instruct president forward resolution council european council commission,"['8.70.01 Financing of the budget, own resources']"
2019-10-24 12:18:23,2019/2844(RSP),34,european parliament resolution draft commission implement decision partially grant authorisation use chromium trioxide regulation ec 19072006 european parliament council cromomed sa d06369001 20192844rsp european parliament having regard draft commission implement decision partially grant authorisation use chromium trioxide regulation ec 19072006 european parliament council cromomed sa d06369001 having regard regulation ec 19072006 european parliament council 18 december 2006 concern registration evaluation authorisation restriction chemical reach establish european chemicals agency amend directive 199945ec repeal council regulation eec 79393 commission regulation ec 148894 council directive 76769eec commission directive 91155eec 9367eec 93105ec 200021ec1 reach regulation particular article 648 thereof having regard opinion committee risk assessment rac committee socio-economic analysis seac european chemicals agency2 pursuant subparagraph article 645 reach regulation having regard article 11 13 regulation eu 1822011 european parliament council 16 february 2011 lay rule general principle concern mechanism control member states commissions exercise implement powers3 having regard judgment general court march 2019 case t-837164 having regard motion resolution committee environment public health food safety having regard rule 1122 rule procedure chromium trioxide add candidate list substance high concern reach regulation 20105 classification carcinogenic category 1a mutagenic category 1b chromium trioxide include annex xiv reach regulation 20136 account classification high volume use high number site use union risk significant exposure workers7 cromomed sa companies applicant jointly submit application authorisation accordance article 62 reach regulation use chromium trioxide functional chrome plating broad array application include general engineering steel production8 december 2016 commission receive opinion rac seac draft commission implement decision submit reach committee end august 2019 primary objective reach regulation light recital 16 interpret court justice european union9 ensure high level protection human health environment accord article 55 light recital 12 reach regulation central aim authorisation substitution substance high concern safe alternative substance technology rac confirm possible determine derive no-effect level carcinogenic property chromium trioxide chromium trioxide qualify non-threshold substance substance possible estimate safe level exposure case non-threshold substance reach regulation consider default risk consider adequately control mean article 602 regulation case authorisation grant condition article 604 fulfil article 604 reach regulation provide authorisation grant applicant prove inter alia use apply suitable alternative substance technology accord article 605 regulation assess suitable alternative available commission account relevant aspect include technical economic feasibility alternative applicant analysis alternative present applicant base work carry chromium trioxide authorisation consortium ctac10 uncertainty assessment ctac key reason parliament object correspond draft commission implement decision11 applicant analysis alternative build premise technically feasible alternative like-for-like substance12 single substance technology able replace substance high concern different sector different application used13 approach application authorisation cover different sector use different performance requirements14 make impossible single alternative comply requirement explicitly recognise seac15 follow approach unduly discriminate alternative available certain sector certain use applicant unlawful derogation obligation prove alternative use apply approach disregard substitution objective enshrine article 55 reach regulation do encourage innovation seac state analysis provide applicant technically suitable alternative available sufficiently thorough lack clear focus16 seac state applicant failed convincingly claim alternative chrome-coat application available aware exist alternative technically feasible use apply for17 seac affirm need information conclude economic feasibility alternatives18 show applicant discharge burden proof contrary requirement reach regulation confirm general court19 seac go state follow assumption alternative technically feasible unlikely economically feasible20 emphasis add seac gap application assumption second term unlikely show uncertainty seacs opinion alternative technically economically feasible consistent finding draw light shortcoming application general court clear commission verify condition provide article 604 reach regulation fulfilled21 bind opinion seac rac follow opinion reasoning consistent relevant22 commission endorse seacs inconsistent opinion draft commission implement decision23 do fulfil duty set general court draft commission implement decision recital explicitly refer fact seac exclude possible uncertainty regard technical feasibility alternative specific utilisation fall scope intend use general court despite presentation evidence various actor involve authorisation procedure uncertainty regard condition unavailability alternative conclude applicant meet burden proof authorisation granted24 light uncertainty refer recital draft commission implement decision breach judgment general court commission attempt justify decision affirm condition claim limit scope use authorised25 remedy shortcoming application relate analysis alternative adoption condition legal appropriate genuinely limit scope authorisation list specific use commission consider time authorisation have suitable alternative case commission leave open definition scope authorisation26 indicates do adopt final decision use did suitable alternative date decision contrary adopt condition commission delegate applicant exclusive power make case-by-case basis final evaluation decision scope authorisation general court consider approach unlawful27 aa addition according general court available information suggest suitable alternative available general alternative technically economically feasible applicant applicant provide substitution plan authorisation lawfully granted28 ab information alternative available adoption seacs opinion29 applicant accord opinion seac do investigate did offer detailed plan follow advance research development rd30 ac commission propose grant authorisation ground alternative available general technically economically feasible applicant despite fact provide information economic feasibility note seac substitution plan breach point article 624 reach regulation ad accord article 607 reach regulation authorisation grant application conformity requirement article 62 thereof ae draft commission implement decision breach judgment general court article 604 reach regulation consider draft commission implement decision exceed implement power provide regulation ec 19072006 calls commission withdraw draft implement decision submit new draft grant authorisation use specifically define suitable alternative available calls commission swift decision regard application relate substance compliance reach regulation instruct president forward resolution council commission government parliaments member state,"['3.40.01 Chemical industry, fertilizers, plastics', '3.70.13 Dangerous substances, toxic and radioactive wastes (storage, transport)']"
2021-06-24 16:51:12,2019/2850(RSP),637,european parliament resolution 25th anniversary international conference population development icpd25 nairobi summit european parliament,['4.10.14 Demography']
2019-10-24 12:22:01,2019/2854(RSP),37,resolution negative impact bankruptcy thomas cook eu tourism,"['4.50 Tourism', ""4.60.06 Consumers' economic and legal interests""]"
2019-11-28 12:29:32,2019/2855(RSP),63,european parliament resolution eus accession istanbul convention prevent combat violence women european parliament having regard article article 33 second subparagraph treaty european union teu article treaty function european union tfeu having regard article 21 23 24 25 charter fundamental rights european union having regard legal instrument sphere human rights particular concern womens rights charter universal declaration human rights international covenants civil political rights economic social cultural rights convention suppression traffic persons exploitation prostitution convention torture cruel inhuman degrading treatment punishment 1951 convention relate status refugees set principle non-refoulement convention right person disability having regard article 111d convention elimination form discrimination woman adopt general assembly means resolution 34180 18 december 1979 having regard eu guideline december 2008 violence woman girl combat form discrimination having regard directive 201229eu european parliament council 25 october 2012 establish minimum standard right support protection victim crime have regard directive 201199eu european parliament council 13 december 2011 european protection order regulation eu 6062013 european parliament council 12 june 2013 mutual recognition protection measure civil matter having regard directive 201136eu european parliament council april 2011 prevent combat trafficking human being protect victims directive 201193eu european parliament council 13 december 2011 combat sexual abuse sexual exploitation child child pornography having regard council decision eu 2017865 11 2017 signing behalf european union council europe convention prevent combat violence woman domestic violence regard matter relate judicial cooperation criminal matter having regard rule 1322 rule procedure equality man woman core value eu enshrine article 23 charter fundamental rights european union violence woman phenomenon eu woman experience online harassment rape sexual violence violence woman man dismiss private issue fact criminal offence punish case eu member state competence identify prosecute offence remain single intervention eliminate violence woman man combination infrastructural legal judicial enforcement cultural educational social health service-relate measure significantly raise awareness reduce violence consequence recall member state bind article teu charter fundamental right guarantee protect promote gender equality strongly condemn form violence woman girl stand suffer domestic abuse concern incident violence man perpetrate spouse partner under-report male victim give attention police judicial service note violence woman man include physical abuse emotional abuse isolation threat sexual abuse economic abuse intimidation manipulative use child pet form extortion stress case pregnant woman domestic violence negative impact maternal child health recall 25 november international day elimination violence woman call member state work share good practice exchange effective way prevent violence protect man woman gender-base violence note member state sign council europes istanbul convention prevent combat violence woman domestic violence highlight political member state stop violence woman acknowledge 21 member state ratify convention stress sovereign right member state ratify implement convention provision take note fact council decision eu 2017865 stipulate convention sign behalf union regard matter fall competence union insofar convention affect common rule alter scope apply particular certain provision convention relate judicial cooperation criminal matters provision convention relate asylum non-refoulement member state retain competence insofar convention do affect common rule alter scope thereof instruct president forward resolution council commission government member state parliamentary assembly council europe,"['4.10.09 Women condition and rights', '7.30.30.02 Action to combat violence, trafficking in human beings and migrant smuggling']"
2019-11-14 11:43:42,2019/2856(RSP),44,european parliament resolution draft commission implement decision renew authorisation place market product contain consist produce genetically modify cotton llcotton25 acs-gh1-3 pursuant regulation ec 18292003 european parliament council d06187004 20192856rsp european parliament having regard draft commission implement decision renew authorisation place market product contain consist produce genetically modify cotton llcotton25 acs-gh1-3 pursuant regulation ec 18292003 european parliament council d06187004 having regard regulation ec 18292003 european parliament council 22 september 2003 genetically modify food feed particular article 113 233 thereof having regard vote standing committee food chain animal health refer article 35 regulation ec 18292003 30 april 2019 opinion deliver vote appeal committee june 2019 opinion deliver having regard article 11 13 regulation eu 1822011 european parliament council 16 february 2011 lay rule general principle concern mechanism control member state commission exercise implement power having regard opinion adopt european food safety authority december 2006 publish 14 december 2006 having regard opinion relation renewal adopt european food safety authority 17 october 2018 publish 14 november 2018 having regard previous resolution object authorisation genetically modify organism gmos having regard rule 1122 rule procedure having regard motion resolution committee environment public health food safety commission decision 2008837ec authorise place market food feed contain consist produce genetically modify cotton llcotton25 llcotton25 october 2017 initial authorisation holder bayer cropscience ag applicant submit commission application accordance article 11 23 regulation ec 18292003 renewal authorisation,"['3.10.06.05 Textile plants, cotton', '3.10.09.06 Agro-genetics, GMOs']"
2019-11-14 11:44:17,2019/2857(RSP),47,european parliament resolution draft commission implement decision renew authorisation place market product contain consist produce genetically modify soybean mon 89788 mon-89788-1 pursuant regulation ec 18292003 european parliament council d06187104 20192857rsp european parliament have regard draft commission implement decision renew authorisation place market product contain consist produce genetically modify soybean mon 89788 mon-89788-1 pursuant regulation ec 18292003 european parliament council d06187104 having regard regulation ec 18292003 european parliament council 22 september 2003 genetically modify food feed1 particular article 113 233 thereof having regard vote standing committee food chain animal health refer article 35 regulation ec 18292003 30 april 2019 opinion deliver vote appeal committee june 2019 opinion deliver having regard article 11 13 regulation eu 1822011 european parliament council 16 february 2011 lay rule general principle concern mechanism control member state commission exercise implement powers2 having regard opinion adopt european food safety authority july 2008 publish 11 july 20083 having regard opinion relation renewal adopt european food safety authority 17 october 2018 publish 16 november 20184 having regard previous resolution object authorisation genetically modify organisms gmos5 having regard rule 1122 rule procedure having regard motion resolution committee environment public health food safety commission decision 2008933ec6 authorise place market food feed contain consist produce genetically modify soybean mon 89788 soybean mon 89788 20 november 2017 authorisation holder monsanto europe sanv behalf monsanto company submit commission application accordance article 11 23 regulation ec 18292003 renewal authorisation 17 october 2018 european food safety authority efsa adopt favourable opinion7 publish 16 november 2018 relation renewal authorisation regulation ec 18292003 state genetically modify gm food feed adverse effect human health animal health environment require commission account relevant provision union law legitimate factor relevant matter consideration drafting decision soybean mon 89788 tolerant glyphosate-base herbicide soybean mon 89788 develop provide tolerance glyphosate express cp4 epsps protein8 lack assessment glyphosate residue metabolite number study herbicide-tolerant gm crop result high use herbicide large emergence herbicide-tolerant weeds9 consequence expect crop soybean mon 89788 expose high repeat dose glyphosate potentially lead high quantity residue harvest question concern carcinogenicity glyphosate remain efsa conclude november 2015 glyphosate unlikely carcinogenic european chemicals agency echa conclude march 2017 classification warrant contrary 2015 international agency research cancer iarc specialised cancer agency world health organization classify glyphosate probable carcinogen human number recent scientific peer-review study confirm carcinogenic potential glyphosate10 gm plant way complementary herbicide break plant composition toxicity break-down product metabolite drive genetic modification itself11 accord efsa toxicological data allow consumer risk assessment perform break-down product glyphosate relevant gm glyphosate-tolerant crop missing12 lack maximum residue level relate control regulation ec 3962005 european parliament council13 aim ensure high level consumer protection specific maximum residue level mrls set food feed produce country use pesticide result level residue different resulting agricultural practice union14 case import herbicide-tolerant gm crop increase volume herbicide use visvis non-gm crop accord 2018 efsa review exist mrls glyphosate available datum insufficient derive mrls risk assessment value glyphosate relation number gm crop include soybean epsps modification15 assessment herbicide residue metabolite gm plant consider outside remit efsa panel genetically modify organism undertake authorisation process gmos lack analysis herbicide residue gm crop associate health risk raise member state competent authority concern comment efsas risk assessment16 remark member state express concern quality post-market environmental monitoring pmem plan state inter alia do fully meet objective set annex vii directive 200118ec european parliament council17 relevant supplementary guidance note member states comment generally monitor soybean mon 89788 inadequate do provide sound datum support conclusion adverse health environmental effect import use soybean mon 89788 do provide lesson pertinent safety use animal human consumption18 efsa response member state comment repeatedly state consider discussion applicant commission risk manager need practical implementation pmem gm plants import processing biotechnology working group french agency food environmental occupational health safety anses states literature review conduct applicant scientific study publish soybean mon 89788 authorise restrictive come conclusion safety soybean mon 89788 gm soybean cultivated countries brazil argentina key driver large-scale deforestation aspect addition unions obligations sustainable development goals paris climate agreement international biodiversity targets consider authorisation process undemocratic decision-making vote 30 april 2019 standing committee food chain animal health refer article 35 regulation ec 18292003 deliver opinion mean authorisation support qualified majority member state vote june 2019 appeal committee deliver opinion commission recognise fact gmo authorisation decision continue adopt commission qualified majority member state favour exception product authorisation norm decision-making gm food feed authorisation problematic19 practice occasion deplore commission president democratic20 eighth term european parliament adopt total 36 resolution object place market gmos food feed 33 resolution cultivation gmos union resolution qualified majority member state favour authorise gmos despite acknowledgement democratic shortcoming lack support member state objection parliament commission continue authorise gmos change law require commission able authorise gmos qualified majority member state favour appeal committee21 consider draft commission implement decision exceed implement power provide regulation ec 18292003 consider draft commission implement decision consistent union law compatible aim regulation ec 18292003 accordance general principle lay regulation ec 1782002 european parliament council22 provide basis ensure high level protection human life health animal health welfare environmental consumer interests relation gm food feed ensure effective functioning internal market calls commission withdraw draft implement decision reiterate commitment advance work commission proposal amend regulation eu 1822011 call council forward work relation commission proposal matter urgency call commission meantime stop authorise gmos opinion deliver member states appeal committee cultivation food feed use accordance article 63 regulation eu 1822011 call commission authorise herbicide-tolerant gm crop health risk associate residue comprehensively investigate case-by-case basis require assessment residue spray gm crop complementary herbicide metabolite combinatorial effect call commission fully integrate risk assessment application complementary herbicide residue risk assessment herbicide-tolerant gm plant regardless gm plant concern cultivated union import union food feed use reiterate alarm unions high dependence import animal feed form soybean cause deforestation country recall sustainable development goal achieve supply chain sustainable synergy create policies23 call commission authorise import gm soybean unless clearly demonstrate cultivation do contribute directly indirectly deforestation 10 urge commission treat unions obligation international agreement paris climate agreement convention biological diversity sustainable development goals relevant provision union law andor legitimate factors regulation ec 18292003 weight deserve communicate take account decision-making process 11 instruct president forward resolution council commission government parliaments member state,"['3.10.09.06 Agro-genetics, GMOs']"
2019-11-14 11:44:48,2019/2859(RSP),46,european parliament resolution draft commission implement decision authorise place market product contain consist produce genetically modify maize mon 89034 1507 nk603 das-40278-9 sub-combination mon 89034 nk603 das-40278-9 1507 nk603 das-40278-9 nk603 das-40278-9 pursuant regulation ec 18292003 european parliament council d06282804 20192859rsp european parliament having regard draft commission implement decision authorise place market product contain consist produce genetically modify maize mon 89034 1507 nk603 das-40278-9 sub-combination mon 89034 nk603 das-40278-9 1507 nk603 das-40278-9 nk603 das-40278-9 pursuant regulation ec 18292003 european parliament council d06282804 have regard regulation ec 18292003 european parliament council 22 september 2003 genetically modified food feed1 particular article 73 193 thereof having regard vote standing committee food chain animal health refer article 35 regulation ec 18292003 12 july 2019 opinion deliver vote appeal committee 16 september 2019 opinion deliver having regard article 11 13 regulation eu 1822011 european parliament council 16 february 2011 lay rule general principle concern mechanism control member state commission exercise implement powers2 having regard opinion adopt european food safety authority efsa 28 november 2018 publish 16 january 20193 having regard previous resolution object authorisation genetically modify organism gmos4 having regard rule 1122 rule procedure having regard motion resolution committee environment public health food safety consider draft commission implement decision exceed implement power provide regulation ec 18292003 consider draft commission implement decision consistent union law compatible aim regulation ec 18292003 accordance general principle lay regulation ec 1782002 european parliament council28 provide basis ensure high level protection human life health animal health welfare environmental consumer interests relation gm food feed ensure effective functioning internal market calls commission withdraw draft implement decision reiterate commitment advance work commission proposal amend regulation eu 1822011 call council forward work relation commission proposal matter urgency call commission meantime stop authorise gmos opinion deliver member states appeal committee cultivation food feed use accordance article 63 regulation eu 1822011 call commission authorise herbicide-tolerant gm crop health risk associate residue comprehensively investigate case-by-case basis require assessment residue spray gm crop complementary herbicide metabolite combinatorial effect call commission fully integrate risk assessment application complementary herbicide residue risk assessment herbicide-tolerant gm plant regardless gm plant concern cultivated union import union food feed uses call commission authorise import food feed use gm plant tolerant herbicide-active substance authorise use union calls commission authorise sub-combination stack gm event unless thoroughly evaluate efsa basis complete datum submit applicant 10 consider specifically approve variety safety datum provide test create run contrary principle general food law lay regulation ec 1782002 11 call efsa develop systematically use method permit identification unintended effect stack gm event relation adjuvant property bt toxin 12 urge commission treat unions obligation international agreement paris climate agreement convention biological diversity sustainable development goal relevant provision union law andor legitimate factors regulation ec 18292003 weight deserve communicate take account decision-making process 13 instruct president forward resolution council commission government parliaments member state,"['3.10.09.06 Agro-genetics, GMOs']"
2019-11-14 11:45:20,2019/2860(RSP),45,european parliament resolution draft commission implement decision authorise place market product contain consist produce genetically modify maize bt11 mir162 mir604 1507 5307 ga21 genetically modify maize combine single event bt11 mir162 mir604 1507 5307 ga21 pursuant regulation ec 18292003 european parliament council d06384602 20192860rsp,"['3.10.09.06 Agro-genetics, GMOs']"
