group_code,start_date,end_date,id_mep,membership_length
SD,2019-07-02,2024-07-15,597,1840
GREEN_EFA,2019-07-02,2024-07-15,598,1840
ECR,2020-05-13,2024-07-15,599,1524
EPP,2019-07-02,2023-10-16,600,1567
SD,2019-07-02,2024-02-22,601,1696
SD,2019-07-02,2024-07-15,602,1840
RENEW,2019-07-02,2020-12-22,603,539
EPP,2019-07-02,2024-07-15,604,1840
RENEW,2019-07-02,2024-07-15,605,1840
RENEW,2019-07-02,2020-11-03,606,490
RENEW,2019-07-02,2024-07-15,607,1840
EPP,2019-07-02,2024-07-15,608,1840
RENEW,2019-07-02,2024-07-15,609,1840
SD,2019-07-02,2024-07-15,610,1840
EPP,2019-07-02,2024-07-15,611,1840
EPP,2019-07-02,2024-07-15,612,1840
GREEN_EFA,2019-07-02,2024-07-15,613,1840
SD,2019-07-02,2024-07-15,614,1840
SD,2019-07-02,2022-10-09,615,1195
EPP,2019-07-02,2024-07-15,616,1840
ID,2019-07-02,2024-07-15,617,1840
GUE_NGL,2019-07-02,2023-11-20,618,1602
SD,2019-07-02,2024-07-15,619,1840
ID,2019-07-02,2022-01-24,620,937
GUE_NGL,2019-07-02,2022-09-02,621,1158
ID,2019-07-02,2022-07-28,622,1122
ID,2019-07-02,2024-07-15,623,1840
ID,2019-07-02,2024-07-15,624,1840
ID,2019-07-02,2024-07-15,625,1840
EPP,2019-07-02,2024-07-15,626,1840
RENEW,2019-07-02,2020-01-31,627,213
SD,2019-07-02,2024-07-15,628,1840
EPP,2019-07-02,2024-07-15,629,1840
GREEN_EFA,2019-07-02,2020-01-31,630,213
SD,2019-07-02,2024-07-15,631,1840
SD,2019-07-02,2024-07-15,632,1840
GUE_NGL,2019-07-02,2024-07-15,633,1840
RENEW,2019-07-02,2020-01-31,634,213
GUE_NGL,2019-07-02,2024-07-15,635,1840
SD,2019-07-02,2024-07-15,636,1840
NI,2019-07-02,2020-01-14,637,196
NI,2019-07-02,2020-01-31,638,213
NI,2019-07-02,2020-01-31,639,213
NI,2019-07-02,2020-01-31,640,213
ECR,2019-07-02,2024-07-15,641,1840
GREEN_EFA,2019-07-02,2020-01-31,642,213
EPP,2019-07-02,2024-07-15,643,1840
NI,2019-07-02,2020-01-31,644,213
GREEN_EFA,2019-07-02,2020-01-31,645,213
NI,2019-07-02,2020-01-31,646,213
RENEW,2019-07-02,2020-01-31,647,213
SD,2019-07-02,2024-07-15,648,1840
SD,2019-07-02,2024-07-15,649,1840
SD,2019-07-02,2024-07-15,650,1840
EPP,2019-07-02,2024-07-15,651,1840
SD,2019-07-02,2024-07-15,652,1840
SD,2019-07-02,2024-07-15,653,1840
SD,2019-07-02,2024-07-15,654,1840
RENEW,2019-07-02,2020-01-31,655,213
GUE_NGL,2019-07-02,2024-07-15,656,1840
SD,2019-07-02,2022-09-09,657,1165
NI,2019-07-02,2020-01-31,658,213
NI,2019-07-02,2024-07-15,659,1840
SD,2019-07-02,2023-08-16,660,1506
NI,2019-07-02,2020-01-31,661,213
NI,2019-07-02,2024-07-15,662,1840
EPP,2019-07-02,2024-07-15,663,1840
RENEW,2019-07-02,2020-01-31,664,213
NI,2019-07-02,2024-07-15,665,1840
SD,2019-07-02,2024-07-15,666,1840
GUE_NGL,2019-07-02,2024-01-30,667,1673
NI,2019-07-02,2020-01-31,668,213
EPP,2019-07-02,2023-07-06,669,1465
ECR,2019-07-02,2019-07-06,670,4
RENEW,2019-07-02,2020-01-31,671,213
NI,2019-07-02,2020-01-31,672,213
NI,2019-07-02,2020-01-31,673,213
GUE_NGL,2019-07-02,2024-07-15,674,1840
RENEW,2019-07-02,2020-01-31,675,213
SD,2019-07-02,2024-07-15,676,1840
NI,2019-07-02,2020-01-31,677,213
SD,2019-07-02,2020-01-31,678,213
NI,2019-07-02,2020-01-31,679,213
NI,2019-07-02,2020-01-31,680,213
SD,2019-07-02,2022-12-29,681,1276
NI,2019-07-02,2024-07-15,682,1840
NI,2019-07-02,2024-07-15,683,1840
EPP,2019-07-02,2024-07-15,684,1840
RENEW,2021-05-20,2024-07-15,685,1152
ECR,2019-07-02,2024-07-15,686,1840
RENEW,2021-12-08,2024-07-15,687,950
RENEW,2019-07-02,2024-07-15,688,1840
EPP,2019-07-02,2024-07-15,689,1840
GREEN_EFA,2019-07-02,2024-07-15,690,1840
ECR,2019-07-02,2024-07-15,691,1840
ECR,2019-07-02,2024-07-15,692,1840
EPP,2019-07-02,2024-07-15,693,1840
EPP,2019-07-02,2024-07-15,694,1840
RENEW,2019-07-02,2024-07-15,695,1840
RENEW,2020-02-01,2024-07-15,696,1626
RENEW,2019-07-02,2024-07-15,697,1840
SD,2019-07-02,2024-07-15,698,1840
SD,2019-07-02,2024-07-15,699,1840
RENEW,2019-07-02,2024-07-15,700,1840
GUE_NGL,2019-07-02,2024-07-15,701,1840
ID,2019-07-02,2024-07-15,702,1840
ID,2019-07-02,2024-07-15,703,1840
ID,2019-07-02,2024-07-15,704,1840
ID,2019-07-02,2023-04-02,705,1370
ID,2019-07-02,2021-06-20,706,719
SD,2019-07-02,2024-03-19,707,1722
NI,2019-07-02,2023-01-24,708,1302
NI,2019-07-02,2023-02-14,709,1323
NI,2019-07-02,2024-07-15,710,1840
ID,2019-07-02,2024-07-15,711,1840
EPP,2021-04-29,2022-10-12,712,531
EPP,2021-09-10,2024-07-15,713,1039
ID,2019-07-02,2024-07-15,714,1840
SD,2019-07-02,2024-07-15,715,1840
SD,2019-07-02,2024-07-15,716,1840
GREEN_EFA,2019-07-02,2024-07-15,717,1840
NI,2019-07-02,2020-01-31,718,213
NI,2019-07-02,2024-07-15,719,1840
GUE_NGL,2019-07-02,2024-07-15,720,1840
ID,2019-07-02,2024-07-15,721,1840
NI,2019-07-02,2020-01-09,722,191
SD,2019-07-02,2024-07-15,723,1840
NI,2019-07-02,2020-01-09,724,191
SD,2019-07-02,2024-07-15,725,1840
RENEW,2019-07-02,2020-01-31,726,213
GREEN_EFA,2019-07-02,2020-01-31,727,213
NI,2019-07-02,2020-01-31,728,213
NI,2019-07-02,2020-01-31,729,213
RENEW,2019-07-02,2020-01-31,730,213
RENEW,2019-07-02,2020-01-31,731,213
GUE_NGL,2019-07-02,2024-07-15,732,1840
RENEW,2019-07-02,2024-07-15,733,1840
GUE_NGL,2019-07-02,2023-04-18,734,1386
ECR,2019-07-02,2024-07-15,735,1840
NI,2021-10-06,2024-07-15,736,1013
ECR,2021-06-23,2024-07-15,737,1118
ECR,2019-07-02,2024-07-15,738,1840
ID,2019-07-02,2024-07-15,739,1840
GUE_NGL,2019-07-02,2024-07-15,740,1840
GUE_NGL,2019-07-02,2024-07-15,741,1840
ECR,2019-07-02,2024-07-15,742,1840
ECR,2019-07-02,2024-07-15,743,1840
GREEN_EFA,2019-07-02,2024-07-15,744,1840
EPP,2019-07-02,2024-07-15,745,1840
EPP,2019-07-02,2024-07-15,746,1840
GREEN_EFA,2019-07-02,2024-07-15,747,1840
SD,2019-07-02,2024-07-15,748,1840
EPP,2019-07-02,2024-07-15,749,1840
EPP,2019-07-02,2024-07-15,750,1840
EPP,2019-07-02,2024-07-15,751,1840
SD,2019-07-02,2024-07-15,752,1840
EPP,2019-07-02,2024-07-15,753,1840
SD,2019-07-02,2024-07-15,754,1840
SD,2019-07-02,2024-07-15,755,1840
SD,2019-07-02,2024-07-15,756,1840
RENEW,2019-07-02,2024-07-15,757,1840
ECR,2019-07-02,2024-07-15,758,1840
EPP,2019-07-02,2024-07-15,759,1840
RENEW,2019-07-02,2024-07-15,760,1840
RENEW,2019-07-02,2022-01-09,761,922
GREEN_EFA,2019-07-02,2024-07-15,762,1840
GREEN_EFA,2019-07-02,2024-07-15,763,1840
NI,2021-03-05,2024-07-15,764,1228
NI,2019-07-02,2024-07-15,765,1840
NI,2019-07-02,2024-07-15,766,1840
ECR,2019-07-02,2024-07-15,767,1840
ID,2019-07-02,2024-07-15,768,1840
SD,2019-07-02,2024-07-15,769,1840
SD,2019-07-02,2024-07-15,770,1840
ECR,2019-07-10,2024-07-15,771,1832
SD,2019-07-02,2024-07-15,772,1840
SD,2019-09-03,2024-07-15,773,1777
EPP,2019-12-01,2024-07-15,774,1688
SD,2019-12-10,2024-07-15,775,1679
EPP,2019-12-02,2024-07-15,776,1687
NI,2019-07-02,2024-07-15,777,1840
NI,2019-07-02,2024-07-15,778,1840
RENEW,2020-02-01,2022-11-14,779,1017
RENEW,2020-02-01,2024-07-15,780,1626
EPP,2020-02-01,2024-07-15,781,1626
ECR,2021-02-23,2024-07-15,782,1238
GREEN_EFA,2020-02-01,2024-07-15,783,1626
EPP,2020-02-01,2024-07-15,784,1626
ECR,2020-02-01,2024-07-15,785,1626
EPP,2020-01-23,2024-07-15,786,1635
GREEN_EFA,2020-01-27,2020-01-31,787,4
RENEW,2020-02-04,2024-07-15,788,1623
SD,2020-02-01,2024-07-15,789,1626
ECR,2020-02-01,2024-07-15,790,1626
RENEW,2020-02-01,2024-07-15,791,1626
SD,2020-02-01,2024-07-15,792,1626
RENEW,2020-02-04,2024-07-15,793,1623
GREEN_EFA,2020-02-05,2024-07-15,794,1622
ID,2020-02-01,2024-07-15,795,1626
NI,2020-02-01,2024-07-15,796,1626
EPP,2020-02-01,2024-07-15,797,1626
ECR,2021-12-08,2024-07-15,798,950
GUE_NGL,2020-03-09,2024-07-15,799,1589
GREEN_EFA,2020-07-17,2024-07-15,800,1459
GREEN_EFA,2020-10-08,2024-07-15,801,1376
SD,2020-11-11,2024-07-15,802,1342
RENEW,2020-11-10,2024-07-15,803,1343
EPP,2020-11-24,2024-07-15,804,1329
RENEW,2020-12-28,2024-07-15,805,1295
NI,2021-03-05,2024-07-15,806,1228
RENEW,2021-02-04,2024-07-15,807,1257
SD,2021-04-21,2024-07-15,808,1181
ECR,2021-04-19,2024-07-15,809,1183
ECR,2021-07-01,2024-07-15,810,1110
EPP,2021-10-14,2024-07-15,811,1005
SD,2022-01-11,2024-07-15,812,916
SD,2021-12-14,2024-07-15,813,944
GREEN_EFA,2021-12-22,2024-03-05,814,804
RENEW,2022-01-18,2024-07-15,815,909
SD,2022-02-02,2024-07-15,816,894
SD,2022-01-12,2024-07-15,817,915
GREEN_EFA,2024-03-12,2024-07-15,818,125
SD,2022-05-18,2024-07-15,819,789
RENEW,2022-05-20,2024-07-15,820,787
ID,2022-07-29,2024-07-15,821,717
ID,2022-07-29,2024-07-15,822,717
ID,2022-07-29,2024-07-15,823,717
GUE_NGL,2022-07-29,2024-07-15,824,717
SD,2022-09-13,2024-07-15,825,671
RENEW,2022-09-15,2024-07-15,826,669
SD,2022-10-03,2024-07-15,827,651
SD,2022-09-26,2024-07-15,828,658
ECR,2022-10-11,2024-07-15,829,643
SD,2022-10-12,2024-07-15,830,642
ID,2022-11-02,2023-12-06,831,399
ID,2022-11-02,2024-07-15,832,621
SD,2022-11-02,2024-07-15,833,621
NI,2022-11-02,2024-07-15,834,621
ECR,2022-11-02,2024-07-15,835,621
ID,2022-11-02,2023-09-10,836,312
EPP,2022-11-02,2024-07-15,837,621
RENEW,2022-11-22,2024-07-15,838,601
RENEW,2022-11-22,2024-07-15,839,601
SD,2022-12-06,2024-07-15,840,587
ID,2023-04-06,2024-04-28,841,388
EPP,2023-04-20,2024-07-15,842,452
SD,2023-05-03,2024-07-15,843,439
SD,2023-06-02,2024-07-15,844,409
SD,2023-07-03,2024-07-15,845,378
RENEW,2023-08-10,2024-07-15,846,340
EPP,2023-09-14,2024-07-15,847,305
SD,2023-09-06,2024-07-15,848,313
EPP,2023-09-06,2024-07-15,849,313
EPP,2023-09-24,2024-07-15,850,295
GREEN_EFA,2023-09-24,2024-07-15,851,295
EPP,2023-10-17,2024-07-15,852,272
EPP,2023-10-24,2024-07-15,853,265
RENEW,2023-10-26,2024-07-15,854,263
EPP,2023-11-16,2024-07-15,855,242
EPP,2023-11-16,2024-07-15,856,242
ECR,2023-11-29,2024-07-15,857,229
GUE_NGL,2023-11-30,2024-07-15,858,228
GREEN_EFA,2023-11-30,2024-07-15,859,228
GUE_NGL,2023-12-21,2024-07-15,860,207
RENEW,2024-01-01,2024-07-15,861,196
EPP,2024-01-03,2024-07-15,862,194
RENEW,2024-01-12,2024-07-15,863,185
EPP,2024-02-21,2024-07-15,864,145
SD,2024-02-27,2024-07-15,865,139
EPP,2024-02-27,2024-07-15,866,139
GUE_NGL,2024-03-26,2024-07-15,867,111
EPP,2024-03-26,2024-07-15,868,111
EPP,2024-04-02,2024-07-15,869,104
EPP,2024-04-02,2024-07-15,870,104
EPP,2024-04-02,2024-07-15,871,104
EPP,2024-04-05,2024-07-15,872,101
